London-Road,South-Willesborough,Collyhurst-Weir,Alfoldean,Denham-Lodge,Kirkby,Morwick,Ower,Great-Corby,Elm-Park-(Bretons-Farm)
0.319,0.095,1.48,0.273,0.108,0.615,1.66,0.18,8.76,0.071
1.24,0.13,4.93,0.279,0.104,3.06,1.68,0.184,9.06,0.083
1.42,0.154,4.44,0.573,0.113,1.13,1.73,0.189,24.7,1.32
0.614,0.344,2.06,2.46,0.261,0.687,1.65,1.48,21.9,1.24
0.365,1.2,1.43,2.14,0.2,0.595,1.6,0.517,18.4,1.58
0.27,1.36,1.26,2.41,0.19,0.56,1.62,0.302,16.6,0.652
0.375,0.598,1.8,1.09,0.156,1.1,1.78,0.252,15.4,0.234
0.255,0.33,1.24,0.585,0.138,0.581,1.89,0.224,15.1,0.153
0.244,0.245,1.19,0.432,0.132,0.553,1.77,0.21,14.7,0.122
0.207,0.206,1.13,0.357,0.128,0.545,1.69,0.182,12.9,0.107
0.196,0.187,1.12,0.316,0.116,0.526,1.59,0.173,11.8,0.098
0.19,0.174,1.11,0.283,0.105,0.538,1.48,0.169,10.9,0.092
0.177,0.162,1.12,0.304,0.106,0.537,1.39,0.168,9.84,0.089
0.195,0.181,1.45,0.293,0.101,0.584,1.35,0.169,10.6,0.09
0.233,0.181,1.28,0.587,0.098,0.575,1.35,0.173,11.6,0.655
0.369,0.246,1.59,1.01,0.116,2.75,1.3,0.191,12,0.227
0.37,0.175,1.55,0.479,0.105,1.2,1.32,0.196,12.1,0.116
0.228,0.168,1.19,0.336,0.103,0.676,1.27,0.183,12,0.099
0.188,0.156,1.08,0.279,0.105,0.768,1.23,0.171,11.4,0.09
0.215,0.145,1.22,0.247,0.097,1.06,1.26,0.157,11.1,1.44
0.188,0.14,1.11,0.232,0.091,0.641,1.23,0.144,10.4,0.219
0.191,0.127,1.17,0.223,0.092,0.611,1.18,0.144,9.72,0.126
1.84,0.172,6.47,0.599,0.107,3.58,1.44,0.163,15.3,0.259
1.64,0.465,4.25,2.21,0.154,2.96,21.7,0.238,83.7,1.39
0.763,0.228,2.44,0.87,0.14,1.73,52.3,0.19,54,0.232
1.35,0.168,4.08,0.656,0.115,1.73,21.1,0.169,43.4,0.163
0.65,0.148,2.35,0.616,0.111,1.61,14.2,0.166,43.3,0.164
2.01,0.126,5,0.381,0.105,3.55,8.4,0.149,47.6,0.106
0.597,0.115,1.97,0.305,0.1,1.23,6.64,0.144,42.6,0.094
0.398,0.11,1.54,0.27,0.095,0.887,5.32,0.137,38.4,0.09
0.358,0.113,1.38,0.246,0.093,0.796,4.17,0.132,31.5,0.09
0.284,0.102,1.36,0.226,0.091,0.762,3.48,0.129,26.6,0.086
0.249,0.094,1.26,0.214,0.087,0.712,3.01,0.127,23.4,0.081
0.234,0.093,1.21,0.195,0.048,0.698,2.67,0.122,21.5,0.078
0.225,0.096,1.26,0.186,0.062,0.68,2.43,0.118,19.1,0.076
0.21,0.093,1.24,0.183,0.063,0.671,2.12,0.121,16.9,0.073
0.197,0.09,1.22,0.186,0.061,0.671,1.92,0.117,15.1,0.072
0.188,0.084,1.23,0.179,0.061,0.686,1.76,0.109,13.6,0.072
0.197,0.082,1.25,0.174,0.062,0.674,1.84,0.11,13.4,0.07
0.207,0.08,1.29,0.174,0.062,0.702,1.86,0.11,13.9,0.068
0.228,0.081,1.53,0.168,0.061,0.677,1.72,0.106,12.8,0.066
0.219,0.082,1.35,0.171,0.063,0.66,1.63,0.094,13.2,0.067
0.199,0.086,1.33,0.172,0.062,0.681,1.52,0.098,12.4,0.067
0.186,0.084,1.31,0.168,0.059,0.833,1.44,0.102,11.2,0.063
0.275,0.154,2.08,0.786,0.085,2.37,1.7,0.107,16.2,1.88
1.64,0.204,6.1,0.652,0.081,2.48,2.29,0.137,27.8,0.364
1.28,0.125,3.98,0.324,0.073,1.21,11.5,0.151,125,0.146
0.469,0.109,1.71,0.24,0.07,0.788,12.2,0.14,40.8,0.109
0.326,0.096,1.4,0.2,0.067,0.89,6.64,0.127,26.6,0.094
0.268,0.086,1.27,0.181,0.062,0.741,4.02,0.115,21,0.09
0.236,0.078,1.25,0.17,0.062,0.69,3.01,0.112,18,0.09
0.226,0.077,1.25,0.161,0.06,0.768,18.5,0.112,25.2,0.083
0.221,0.075,1.24,0.159,0.056,0.691,18.9,0.111,30.4,0.08
0.207,0.067,1.22,0.152,0.055,0.695,8.04,0.104,19.8,0.218
0.201,0.064,1.21,0.149,0.054,0.685,5.59,0.098,16.8,0.088
0.192,0.062,1.22,0.145,0.055,0.68,4.35,0.095,15.1,0.089
0.212,0.063,1.23,0.144,0.051,0.682,3.46,0.097,13.7,0.078
0.367,0.055,1.61,0.143,0.05,0.961,3.32,0.096,13.6,0.085
0.545,0.185,2.05,0.704,0.096,1.45,3.5,0.133,15.8,2.12
0.241,0.408,1.32,1.42,0.099,0.764,2.91,0.243,17.4,0.539
0.2,0.173,1.35,0.414,0.074,1,2.53,0.131,13.9,0.166
0.225,0.113,1.31,0.258,0.069,0.807,2.33,0.116,13.2,0.115
0.263,0.099,1.52,0.205,0.069,1.15,2.37,0.115,13.1,0.102
0.276,0.09,1.5,0.195,0.066,1.01,2.34,0.118,13.9,0.097
0.194,0.089,1.19,0.18,0.062,0.759,1.97,0.108,12.8,0.086
0.177,0.116,1.16,0.196,0.068,0.741,1.76,0.102,11.1,0.243
0.341,0.094,2.59,0.361,0.078,0.755,1.7,0.135,10.5,0.261
0.282,0.094,1.32,0.245,0.067,0.919,1.92,0.134,16.7,0.162
0.297,0.084,1.62,0.469,0.074,3.93,1.77,0.666,13.8,0.276
0.5,0.08,2.54,1.74,0.097,2.15,2.17,0.436,58.1,0.945
0.469,0.09,1.94,1.12,0.08,1.17,3.84,0.802,39.9,0.759
0.315,0.094,1.4,0.506,0.073,0.901,6.77,0.26,35.4,0.29
0.227,0.086,1.14,0.345,0.068,0.884,3.99,0.155,22.3,0.15
1.14,0.08,4.23,0.31,0.073,2.77,3.4,0.147,27.4,0.13
0.737,0.075,2.72,0.272,0.073,1.38,5.32,0.153,35.3,0.299
4.34,0.078,8.55,0.293,0.073,4.35,4.89,0.151,33.4,0.119
0.925,0.158,2.5,0.458,0.094,1.53,4.58,0.308,33.9,1.43
0.473,0.24,1.7,0.679,0.108,1.09,3.23,0.514,27.9,0.55
0.378,0.111,1.6,0.381,0.083,0.925,2.71,0.198,51.4,0.183
0.341,0.088,1.52,0.259,0.076,0.844,2.46,0.157,38.8,0.131
0.297,0.147,1.58,1,0.085,1.14,2.29,1.38,31.4,0.528
1.19,0.241,2.55,1.25,0.079,1.2,2.55,0.999,72,0.195
0.464,0.13,1.43,0.545,0.07,1.33,3.65,0.234,47.1,0.136
0.311,0.156,1.26,0.506,0.068,0.824,2.71,0.194,34,0.114
1.46,0.118,4.73,0.364,0.065,3.82,2.59,0.154,30.1,0.091
0.952,0.094,2.7,0.276,0.071,2.1,2.51,0.143,40.9,0.088
0.662,0.724,2.36,0.237,0.07,2.15,2.37,0.342,30.2,0.086
0.539,0.545,1.72,4.26,0.132,1.57,2.09,2.03,27.7,2.99
0.378,1.01,1.37,4.77,0.113,1.11,1.87,0.731,24.1,0.538
0.424,0.266,1.48,1.08,0.096,1,1.79,0.243,21.6,0.223
0.462,0.152,1.46,0.59,0.085,0.936,1.87,0.191,24.8,0.157
0.364,0.114,1.23,0.407,0.081,0.86,1.89,0.16,24.8,0.125
0.362,0.111,1.45,0.338,0.077,3,1.81,0.146,23.5,0.113
0.33,0.168,1.26,0.294,0.073,1.46,4.31,0.139,49.1,0.104
0.877,0.153,3.68,0.266,0.073,2.12,3.73,0.128,30.3,0.199
0.758,0.156,2.29,0.294,0.08,2.2,2.51,0.135,34.8,0.346
0.555,0.163,1.94,0.264,0.082,1.48,3.34,0.144,39.2,0.304
0.528,0.136,1.78,0.234,0.072,1.39,3.78,0.151,38.4,0.113
0.395,0.11,1.42,0.39,0.071,1.03,2.51,0.168,32.4,0.343
0.376,0.117,1.33,0.529,0.083,0.975,2.06,0.228,27.7,0.201
0.337,0.128,1.34,0.356,0.074,1.03,1.89,0.215,26.7,0.126
0.34,0.112,1.42,0.292,0.071,0.948,1.82,0.181,25.1,0.108
0.306,0.098,1.21,0.251,0.068,0.942,1.73,0.161,23.3,0.098
0.291,0.097,1.27,0.251,0.065,0.874,1.63,0.149,21.9,0.089
0.29,0.091,1.21,0.24,0.064,0.852,1.59,0.141,21.3,0.086
0.278,0.088,1.18,0.212,0.06,0.844,1.57,0.135,19.6,0.081
0.276,0.082,1.19,0.197,0.06,0.841,1.51,0.131,18.4,0.082
0.285,0.07,1.29,0.184,0.06,0.886,1.47,0.133,18.6,0.084
0.313,0.153,1.19,0.258,0.059,0.916,1.44,0.13,17.9,0.39
0.399,0.281,1.48,0.344,0.058,1.52,1.4,0.124,16.2,0.109
0.298,0.161,0.89,0.305,0.055,0.862,1.37,0.123,15.8,0.098
0.28,0.124,0.855,0.23,0.055,0.777,1.34,0.12,14.6,0.09
0.3,0.108,0.936,0.262,0.064,0.788,1.29,0.138,13.7,0.096
0.655,0.11,1.69,0.378,0.076,1.45,1.33,0.195,13.5,0.162
2.27,0.124,3.25,0.271,0.063,2.94,1.55,0.176,25,0.093
0.648,0.11,1.23,0.247,0.059,1.03,1.51,0.16,23.5,0.09
1.29,0.102,2.35,0.219,0.059,1.46,1.42,0.151,24.1,0.083
2.7,0.125,4.64,0.722,0.081,3.05,1.52,0.155,51.6,0.568
4.13,0.19,6.11,0.715,0.071,3.41,1.63,0.164,60.6,0.157
2.96,0.141,4.48,0.535,0.067,2.97,1.59,0.171,56.9,0.131
7.91,0.125,8.07,0.422,0.067,3.46,1.65,0.176,97.2,0.45
1.93,0.123,3.39,0.389,0.065,2.44,2.59,0.179,67.6,0.326
1.73,0.125,2.81,0.456,0.067,3.9,4.98,0.177,138,0.309
0.89,0.116,1.74,0.329,0.062,4.05,7.56,0.169,64.6,0.113
0.668,0.098,1.49,0.267,0.065,2.2,5.34,0.166,51,0.115
0.551,0.091,1.24,0.25,0.076,1.6,5.24,0.205,44.1,0.108
0.491,0.116,1.24,0.228,0.072,1.58,5.06,0.286,36.9,0.088
0.532,0.106,1.38,0.366,0.069,1.9,4.97,0.223,33.5,0.497
0.428,0.096,1.1,0.438,0.064,1.39,3.82,0.207,29.9,0.168
0.389,0.09,1.1,0.312,0.069,1.39,3.1,0.179,26.9,0.114
0.463,0.085,1.32,0.282,0.069,1.75,2.75,0.173,33.3,0.101
0.462,0.08,1.4,0.255,0.064,1.74,2.52,0.171,31.3,0.09
0.389,0.075,1.13,0.227,0.062,1.38,2.32,0.164,29.8,0.083
0.349,0.076,1.12,0.22,0.061,3.82,2.16,0.15,27.7,0.081
0.326,0.075,1.11,0.342,0.074,3.62,2.54,0.159,36.3,0.128
0.309,0.093,1.08,0.259,0.067,1.96,3.27,0.171,32.3,0.09
0.806,0.127,2.58,0.894,0.078,3.33,2.6,0.18,28,1.29
0.687,0.149,1.57,1.83,0.09,2.73,4.59,0.209,40.6,0.322
0.889,0.155,2.14,1.62,0.081,1.94,4.54,0.226,33.8,0.483
0.871,0.125,2.68,1.01,0.076,2.07,4.79,0.344,80.7,0.179
0.85,0.128,2.03,1.25,0.076,1.62,3.7,0.861,50.3,0.146
0.549,0.13,1.47,0.929,0.072,1.39,4.49,0.295,55.6,0.118
0.444,0.112,1.22,0.558,0.063,1.22,3.69,0.216,47.1,0.104
6.83,0.103,8.23,0.423,0.065,3.22,2.96,0.193,39.8,0.097
2.45,0.096,3.77,0.349,0.062,2.54,5.84,0.179,60.3,0.09
0.93,0.095,1.8,0.303,0.058,1.66,4.73,0.168,40.2,0.086
0.879,0.094,2.04,0.284,0.063,2.56,3.45,0.167,36.9,0.115
0.65,0.092,1.41,0.282,0.061,2.01,2.91,0.169,32.9,0.093
0.569,0.094,1.38,0.267,0.064,1.62,2.6,0.169,30.7,0.087
0.763,0.093,1.86,0.262,0.06,1.44,2.42,0.169,36.9,0.085
1.48,0.093,3.23,0.267,0.06,2.97,2.42,0.165,187,0.121
0.749,0.094,1.73,0.259,0.058,1.84,3.33,0.156,80.4,0.092
0.607,0.092,1.42,0.248,0.057,1.43,2.87,0.155,126,0.087
0.51,0.091,1.25,0.245,0.056,1.27,4.53,0.159,108,0.079
0.448,0.09,1.17,0.252,0.058,1.2,3.77,0.167,64.3,0.077
0.4,0.091,1.1,0.271,0.051,1.11,3.09,0.156,52.8,0.072
0.351,0.088,1.05,0.233,0.054,1.04,3.11,0.151,65.4,0.074
0.349,0.089,1.05,0.213,0.072,1.02,3.2,0.16,47.8,0.102
1.85,0.105,3.92,0.373,0.063,3.25,4.84,0.193,62.9,0.22
0.842,0.116,2,0.808,0.068,2.55,32.2,0.327,104,0.139
6.18,0.234,6.89,2.05,0.065,6.57,13.7,0.998,69.9,0.112
1.94,0.232,3.13,1.09,0.057,4.21,11.1,0.391,117,0.081
0.919,0.148,1.85,0.625,0.058,2.51,7.19,0.269,65.3,0.079
2.39,0.137,4.62,0.51,0.056,3.12,5.85,0.264,63.9,0.078
1.56,0.129,2.91,0.444,0.054,3.13,5.38,0.237,84.9,0.077
0.806,0.125,1.72,0.39,0.052,1.97,4.59,0.217,51.7,0.127
0.612,0.12,1.47,0.345,0.052,1.54,3.92,0.203,42,0.083
0.807,0.118,2.07,0.318,0.052,1.51,3.52,0.197,37.8,0.077
0.615,0.112,1.46,0.305,0.053,1.37,3.2,0.192,33.6,0.073
0.476,0.105,1.27,0.28,0.052,1.23,2.89,0.181,29.4,0.073
0.444,0.094,1.2,0.272,0.052,1.17,2.83,0.179,27.4,0.074
0.429,0.095,1.29,0.277,0.052,1.15,2.83,0.185,25.8,0.076
0.418,0.095,1.26,0.271,0.053,1.09,2.77,0.189,24.8,0.074
0.897,0.094,1.9,0.265,0.055,1.49,2.62,0.193,22.8,0.125
2.13,0.101,3.8,0.549,0.07,3,2.47,2.57,21.6,0.214
1.45,0.105,2.83,0.474,0.058,3.14,2.32,0.62,21,0.087
0.713,0.099,1.66,0.368,0.056,1.69,2.17,0.285,19.6,0.078
0.72,0.096,1.74,0.472,0.062,2,2.13,2.23,22.8,0.208
0.545,0.093,1.35,0.949,0.062,1.45,2.12,1.8,25.4,0.124
0.495,0.096,1.28,0.712,0.058,1.36,2.07,0.52,23.4,0.093
0.694,0.131,1.87,0.532,0.062,1.43,2.02,0.328,23.2,0.348
0.681,0.305,1.47,1.67,0.095,1.57,1.93,1.3,21.6,0.329
0.489,0.325,1.27,2.08,0.074,1.57,1.92,1.95,20.3,0.206
0.429,0.222,1.22,1.14,0.065,1.46,1.83,0.595,19,0.112
0.562,0.163,1.54,0.749,0.064,1.33,1.81,0.367,20.6,0.099
0.498,0.145,1.26,0.667,0.068,1.22,1.82,0.302,24.6,0.093
0.566,0.136,1.57,0.623,0.055,1.2,1.84,0.272,23.8,0.086
0.46,0.126,1.26,0.53,0.059,1.1,1.84,0.241,23.8,0.083
0.417,0.144,1.16,0.494,0.068,1.03,1.79,0.229,21,0.178
0.4,0.161,1.21,0.509,0.064,1.02,1.81,0.239,19.5,0.1
1.87,0.172,4.32,0.525,0.064,1.42,2.66,0.234,36.5,0.168
4.68,0.189,7.71,0.561,0.062,3.37,7.23,0.232,96.2,0.101
3.05,0.174,5.72,0.577,0.061,8.05,54.1,0.237,336,0.191
1.69,0.166,3.33,1.09,0.057,4.52,53.6,0.423,288,0.193
1.13,0.16,2.79,0.839,0.063,3.42,15.5,0.294,99.3,0.108
2.11,0.152,4.48,0.594,0.058,4.14,9.46,0.232,71.7,0.093
3.21,0.142,5.99,0.504,0.057,3.91,7.2,0.212,57.7,0.144
2.56,0.176,4.37,0.607,0.061,4.69,6.6,0.213,91.5,0.158
1.37,0.192,2.56,0.763,0.053,2.96,10.5,0.223,62.7,0.116
0.883,0.167,1.87,0.62,0.052,1.99,40.5,0.212,48.3,0.099
0.683,0.152,1.7,0.512,0.056,1.53,13.8,0.211,40.6,0.092
0.578,0.209,1.44,0.457,0.054,1.27,28.6,0.207,35.5,0.093
0.545,0.244,1.39,0.409,0.055,1.21,22.2,0.194,33.7,0.087
0.51,0.196,1.32,0.387,0.056,1.17,18.9,0.195,38.1,0.09
0.489,0.175,1.33,0.379,0.055,1.06,11.1,0.195,32.8,0.091
0.453,0.163,1.24,0.361,0.056,1.07,8.91,0.192,30.3,0.085
0.452,0.212,1.55,0.361,0.056,1.67,7.29,0.194,34.3,0.086
1.2,0.234,3.42,0.574,0.065,3.21,15.9,1.34,173,0.168
0.654,0.287,1.64,0.74,0.058,2.1,9.35,0.6,62.8,0.103
0.595,0.237,1.56,0.611,0.058,2.74,6.9,0.354,45.7,0.311
0.532,2.54,1.41,8.08,0.107,2.06,5.85,4.63,39.2,1.17
0.43,5.29,1.27,8.17,0.132,1.45,5.03,3.41,33.4,2.21
0.472,4.49,1.54,3.4,0.109,1.3,4.68,1.58,30,0.649
2.82,3.01,4.93,5.69,0.168,3.23,5.13,3.63,64.7,1.5
4.8,1.65,7.33,3.44,0.148,6.84,5.76,3.22,75.4,0.653
1.49,0.754,2.88,2.11,0.122,5.02,9.15,1.45,58.1,0.355
0.86,0.534,1.88,1.56,0.107,3.39,7.18,0.725,42.6,0.246
1.74,0.476,3.17,1.68,0.121,3.4,6.29,0.626,49.2,0.381
0.902,0.505,1.97,2.21,0.112,2.35,7.33,0.568,45.7,0.267
0.729,0.417,1.73,1.43,0.104,1.75,6.74,0.409,42,0.211
0.659,0.377,1.6,1.2,0.1,1.6,7.18,0.374,41.5,0.2
0.972,0.36,2.27,1.07,0.101,1.46,6.03,0.355,34.5,0.217
0.87,0.345,1.77,0.986,0.099,1.38,5.18,0.385,32.7,0.213
0.704,0.327,1.64,0.924,0.096,1.29,4.81,0.367,30,0.175
0.62,0.316,1.47,0.892,0.093,1.21,4.58,0.351,40.1,0.163
1.85,0.306,2.82,1.01,0.109,3.36,27.8,1.18,164,0.386
3.93,1.22,5.68,9.13,0.153,5.13,35.1,5.51,108,0.968
1.06,5.84,2.17,26.4,0.182,2.69,13.2,7.37,60.4,1.42
0.736,3.5,1.7,4.86,0.156,2.15,8.84,2.86,46.3,0.52
2.96,3.19,5.54,15.2,0.155,4.9,7.33,3.94,41.8,1.98
2.35,3.47,4.1,8.83,0.172,4.34,10.7,3.9,59.2,0.933
1.35,5.54,3.19,13,0.183,3.75,28.4,4.56,92.5,0.898
1.65,5.3,3.62,6.87,0.17,4.27,14.5,3.35,86.6,0.469
2.75,4.75,5.96,6.63,0.192,5.86,21.1,2.88,98.5,1.35
1.61,4.89,3.6,7.85,0.21,3.66,63.2,3.08,156,1.1
2.32,5.95,4.24,9.02,0.228,2.63,42.3,3.74,156,1.88
1.22,5.22,2.56,8.15,0.203,1.96,34.1,3.14,100,0.631
0.869,3.49,2,3.8,0.185,1.47,26.2,2.56,67.3,0.386
0.662,2.23,1.62,2.4,0.171,1.26,15.6,1.35,53.3,0.289
0.594,1.2,1.52,1.89,0.17,1.18,11.2,0.998,44.4,0.249
0.536,0.973,1.46,1.66,0.159,1.16,9.94,0.88,39.4,0.238
0.555,1.01,1.61,1.52,0.151,1.13,9.5,0.812,38.9,0.223
0.456,0.879,1.33,1.32,0.143,0.975,9.22,0.591,36.7,0.204
0.428,0.804,1.28,1.16,0.138,0.94,8.88,0.511,33.3,0.193
0.402,0.726,1.23,1.1,0.136,0.909,7.71,0.47,30.1,0.187
0.515,0.654,1.86,1.02,0.133,1.69,6.84,0.438,27.6,0.194
3.15,2.38,5.85,6.05,0.154,3.03,7.01,3.79,67.5,0.387
2.58,1.69,4.7,3.57,0.137,2.8,7,3.85,48.1,0.239
6.65,0.953,9.44,2.38,0.133,3.8,6.18,3.67,40.6,0.292
3.65,1.2,6.08,2.58,0.129,5.48,6.29,3.54,45.9,0.403
2.28,0.85,4.09,1.71,0.124,4.28,6.11,1.86,41.6,0.239
1.6,2.13,3.26,2.15,0.138,3.07,5.7,2.14,38.4,0.812
3.31,4.03,5.77,7.94,0.211,6.23,5.1,6.01,38.3,2.21
1.62,4.06,3.11,5.93,0.208,3.55,11,3.95,94.6,0.897
1.06,1.73,2.38,2.95,0.192,2.56,32.9,3.12,154,0.496
2.29,2.57,4.09,11.8,0.212,3.13,55.6,7.47,211,1.68
1.09,2.39,2.45,7.92,0.2,2.69,20.5,4.2,100,0.716
0.843,1.35,1.84,3.21,0.184,2.05,12.6,2.99,74.1,0.438
0.757,1.08,1.82,2.53,0.179,2.17,9.94,2.79,64.6,0.343
0.691,1.02,1.74,2.42,0.17,1.76,8.6,2.43,60.5,0.291
1.63,0.886,3.28,2.05,0.162,3.24,7.64,1.81,70.9,0.276
0.824,0.777,2.1,1.75,0.157,2.37,6.8,1.48,53,0.26
1.73,0.837,3.65,1.84,0.158,4.05,7.14,1.75,72.8,0.296
1.34,0.844,2.74,1.55,0.154,2.85,6.44,1.24,54.6,0.392
0.821,0.957,1.95,1.3,0.145,2,5.57,0.931,43.5,0.267
1.24,0.843,2.66,1.42,0.154,2.05,5.94,0.932,41.1,0.327
0.787,1.27,1.8,1.59,0.139,1.57,8.01,0.774,38.6,0.255
0.647,2.68,1.6,1.27,0.136,1.4,6.7,0.665,34.2,0.232
0.597,1.33,1.54,1.15,0.133,1.33,6.01,0.624,31.8,0.214
0.564,0.94,1.42,1.01,0.129,1.2,5.26,0.562,28.4,0.198
1.58,0.798,3.11,0.954,0.131,3.17,5.61,0.642,39.4,0.451
1.14,1.2,2.51,2.35,0.156,2.84,8.84,1.47,61,0.716
2.13,1.92,4.67,2.25,0.163,3.66,15.8,1.68,65,0.484
1.86,2.97,3.66,2.81,0.16,2.7,30.5,1.69,87.1,0.533
1.24,1.21,2.95,1.62,0.148,1.99,11.8,1.01,48.3,0.338
1.27,1.02,2.92,4.5,0.153,2.2,9.48,3.66,69.6,0.359
1.04,1.6,2.49,7.2,0.179,1.9,8.42,5.66,81.6,1.21
0.787,2.82,1.9,7.52,0.196,1.54,10.6,4.39,100,0.785
0.625,1.22,1.64,2.93,0.175,1.3,9.6,2.56,56.2,0.407
0.859,0.95,2.34,2.08,0.162,1.27,10.5,1.68,53,0.305
0.711,0.814,1.9,1.68,0.158,1.58,10.4,1.31,51.3,0.253
0.842,1.22,2.06,1.58,0.158,1.57,32,1.37,70.5,0.378
0.611,1.59,1.64,1.64,0.15,1.33,21,1.04,57.1,0.477
0.534,1.19,1.47,1.42,0.146,1.16,11.5,0.81,44.3,0.331
0.508,0.937,1.44,1.26,0.144,1.07,8.88,0.694,38.1,0.27
0.469,0.788,1.2,1.12,0.138,0.994,7.43,0.615,33.8,0.228
0.435,0.686,1.35,1.01,0.134,0.924,6.55,0.548,30.4,0.2
0.41,0.615,1.24,0.899,0.13,0.854,5.8,0.506,27.7,0.176
0.384,0.571,1.18,0.819,0.127,0.842,5.36,0.462,25.6,0.164
0.42,0.571,1.37,0.808,0.127,0.904,5.53,0.451,24.3,0.166
0.381,0.535,1.25,0.776,0.125,0.827,4.62,0.428,23.8,0.17
0.379,0.531,1.19,0.768,0.124,0.79,4.44,0.442,21.3,0.159
0.364,0.514,1.18,0.778,0.125,0.806,4.99,0.495,20.4,0.177
0.366,0.576,1.2,1.09,0.139,0.792,5.68,1.48,21.4,0.399
0.482,1.74,1.59,1.75,0.137,0.926,9.97,4.86,21.2,0.423
0.85,1.37,2.63,1.57,0.134,1.44,40.7,4.22,26.7,0.324
1.01,0.921,2.38,1.38,0.131,1.16,110,3.56,79,0.309
0.58,1.11,1.54,4.46,0.131,1.14,38.9,2.85,49.8,0.447
0.694,1.27,1.79,5.76,0.129,3.67,23.6,3.03,40.4,0.36
1.15,1.06,2.5,4.89,0.157,3.21,18.7,4.06,33.8,0.96
2.56,1.47,4.47,5.96,0.16,3.57,58.3,4.32,68.9,0.693
0.993,2.24,2.14,3.4,0.155,2.62,49.2,3.7,69.4,0.444
1.27,3.61,3.06,5.51,0.185,5.7,27.5,4,58.8,0.703
0.787,2.55,1.84,3.41,0.16,3.2,18.9,2.75,48.6,0.454
0.614,1.28,1.57,3.09,0.161,2.3,15.9,2.73,37.3,0.39
0.56,1.35,1.51,13.6,0.19,2.3,44.7,7.19,36.1,0.612
0.497,1.07,1.38,4.34,0.176,1.69,126,3.72,36.2,0.419
0.468,0.9,1.34,2.64,0.17,1.35,40.2,2.82,32.9,0.366
0.49,0.784,1.44,2.2,0.167,1.17,19.4,2.59,27.1,0.304
0.504,0.691,1.41,1.87,0.165,1.08,15.1,2.81,25.9,0.269
0.497,0.625,1.33,1.61,0.158,0.961,13.3,2.83,26,0.237
0.459,0.595,1.31,1.48,0.159,0.945,12.3,2.1,26.4,0.217
0.479,0.591,1.5,1.39,0.16,1.39,19.7,1.6,37.3,0.209
0.489,0.593,1.54,1.37,0.16,1.2,17.6,1.64,43.1,0.209
0.481,0.558,1.51,1.24,0.162,1.03,12.9,3.17,36,0.196
0.421,0.521,1.37,1.06,0.148,0.91,9.68,1.92,28.9,0.172
0.491,0.497,1.75,0.962,0.145,1.42,8.48,1.36,25.3,0.232
1.15,0.659,2.9,1.32,0.168,2.31,12.6,1.84,29.1,0.455
0.668,1.18,1.92,7.07,0.192,1.39,12.3,4.95,28.1,2.3
0.541,1.32,1.69,5.6,0.205,1.67,9.57,6.04,24.3,1.07
0.767,3.87,2.06,7.97,0.26,2.03,14.1,8.3,22.6,2.79
1.02,3.57,2.22,4.95,0.253,1.91,25.9,6.22,22.5,1.05
0.62,1.82,1.67,3.54,0.271,2.11,13.8,4.46,21.4,1.78
5.44,3.31,9.13,9.91,0.328,7.43,39.5,7.09,21.7,2.11
1.62,2.92,3.46,8.12,0.301,4.07,42.4,5.19,64.1,0.817
2.62,1.44,5.06,4.18,0.283,3.58,73.2,4.39,80.4,0.507
1.2,0.99,2.65,2.72,0.261,2.32,34.2,3.57,58.8,0.366
0.816,0.857,2,2.13,0.254,1.75,19.9,2.8,40.4,0.307
0.744,0.873,1.96,1.77,0.248,3.68,19.3,2.08,37.2,0.264
0.605,1.47,1.66,2.03,0.254,2.16,17.2,1.84,37.9,0.4
0.675,1.19,2.19,4.09,0.295,1.98,12.5,3.69,31,1.08
0.698,1.58,2.06,6.19,0.319,2.77,27.3,4.53,32,1.04
0.542,1.49,1.72,7.83,0.307,1.8,16.9,6.04,29.5,0.671
0.894,1.31,2.57,3.31,0.29,1.63,13.3,3.5,26.3,0.564
1.38,2.3,3.15,2.23,0.277,1.95,16.5,2.7,28.6,0.414
0.675,1.17,1.83,1.71,0.267,1.48,11.6,1.99,26.3,0.318
0.561,0.946,1.71,1.52,0.259,1.36,9.44,1.79,24.1,0.271
0.487,0.796,1.58,1.35,0.241,1.19,8.67,1.5,26.6,0.23
0.455,0.696,1.51,1.15,0.233,1.18,7.73,1.22,26.1,0.201
0.425,0.641,1.34,1.02,0.223,1.07,6.98,1.08,26.4,0.187
0.409,0.61,1.28,0.948,0.209,1.05,6.33,0.959,24.5,0.183
0.389,0.58,1.22,0.879,0.201,0.963,5.75,0.859,22.3,0.167
0.391,0.559,1.21,0.901,0.21,0.962,5.2,0.904,21.7,0.158
0.429,0.536,1.36,0.971,0.206,1.12,5.17,1.14,25,0.151
0.395,0.502,1.34,0.785,0.196,0.91,4.94,0.898,23,0.144
1.02,0.493,3.12,0.715,0.194,2.97,4.48,0.813,22.7,0.139
0.69,0.543,1.93,0.827,0.192,1.54,4.22,1.3,22.6,0.183
0.48,0.505,1.55,0.763,0.186,1.11,4.12,1.4,22,0.192
0.672,0.55,1.91,1.36,0.213,1.29,3.88,2.72,20.4,0.426
0.499,0.557,1.42,1.78,0.207,1.18,3.75,2.37,19.5,0.219
0.424,0.671,1.33,1.1,0.195,0.978,3.57,1.54,18,0.525
